id,name,Description,Quantity,ImageURLs,Category,Inventorization,quantityAvailable,Ед. Изм.,Состояние ,Комментарии От Нечаева ,Комментарии кладовщика ,Ответ проектного отдела 
818,Палатка  Фосагро 4.5/3,,1,https://imgur.com/OrdMpPC,Клиентское оборудование на временное хранение/Фосагро,,1,компл.,,,,
819,Палатка  Поле РФ 4/4,,1,,Клиентское оборудование на временное хранение/Поле РФ,,1,компл.,,,,
820,Палатка Фосагро 4/8,,2,https://imgur.com/OrdMpPC,Клиентское оборудование на временное хранение/Фосагро,,2,компл.,,,,
821,Худи черная брендированная ,Одежда менеджеров и персонала,1,,Текстиль/Форма менеджеров,,1,шт.,,,,
822,Худи  черная без надписи,Одежда менеджеров и персонала,1,,Текстиль/Форма менеджеров,,1,шт.,,,,
823,Ветровка черная брендированная,Одежда менеджеров и персонала,2,,Текстиль/Форма менеджеров,,2,шт.,,,,
824,Жилетка теплая черная брендированная,Одежда менеджеров и персонала,3,,Текстиль/Форма менеджеров,,3,шт.,,,,
825,Перчатки зимние,Одежда менеджеров и персонала,2,https://imgur.com/d0XxIBO,Текстиль/Форма менеджеров,,2,пара.,,,,
826,"Платок брендированный (розовый,синий)",Одежда менеджеров и персонала,2,https://imgur.com/ljMxlAZ,Текстиль/Форма менеджеров,,2,шт.,,,,
827,Жилетка оверсайз серая,Одежда менеджеров и персонала,2,,Текстиль/Форма менеджеров,,2,шт.,,,,
828,Костюм (брюки+жилетка),Одежда менеджеров и персонала,1,,Текстиль/Форма менеджеров,,1,компл.,,,,
829,Футболка черная без надписи,Одежда менеджеров и персонала,4,,Текстиль/Форма менеджеров,,4,шт.,,,,
830,Шорты кофейные,Одежда менеджеров и персонала,1,https://imgur.com/UibgiJy,Текстиль/Форма менеджеров,,1,шт.,,,,
831,Футболка белая Брайт,Одежда менеджеров и персонала,7,,Текстиль/Форма менеджеров,,7,шт.,,,,
832,Футболка светло серая,Одежда менеджеров и персонала,1,,Текстиль/Форма менеджеров,,1,шт.,,,,
833,Футболка Брайт темно-фиолетовый (бригадир),Одежда менеджеров и персонала,4,,Текстиль/Форма менеджеров,,4,шт.,,,,
834,Уровень строительный,"Измерительный инструмент,который используется для определения горизонтальности и вертикальности поверхностей в строительных и монтажных работах, для точного выравнивания объектов.Конструкция уровня:алюминиевый корпус и несколько колб с жидкостью и пузырьком воздуха внутри.",3,https://imgur.com/h77YP2w,Инструменты/Ручной инструмент,,3,шт.,Рабочее,,,
835,"Контейнер с крышкой 4,5 литров","С ручками для хранения, материал:пластик",1,https://imgur.com/hXp7hR7,Аренда/Доп.оборудование,,1,шт.,,,,
836,Контейнер с крышкой 8 литров,"С ручками для хранения, материал:пластик",4,https://imgur.com/xvLzkDZ,Аренда/Доп.оборудование,,4,шт.,,,,
837,Контейнер с крышкой 16 литров,"С ручками для хранения, материал:пластик",5,https://imgur.com/6decYIB,Аренда/Доп.оборудование,,5,шт.,,,,
838,Контейнер с крышкой  3.5 литров,"С ручками для хранения, материал:пластик",7,https://imgur.com/izvi1RY,Аренда/Доп.оборудование,,7,шт.,,,,
839,Контейнер  с крышкой 10 литров,"С ручками для хранения, материал:пластик",2,https://imgur.com/lIDWbfS,Аренда/Доп.оборудование,,2,шт.,Рабочее,,,
840,Контейнер одноразовый для пищ .продуктов,"Материал:пластик, 500мл,в комплекте 5шт",20,https://imgur.com/WHyKBwU,Расходники/Одноразовая посуда,,20,компл.,Рабочее,,,
841,Стойка навигации ,"Это специальная панель для предоставления разного рода  информации.Материал;основание металл, панель: пластик",5,https://imgur.com/A19qJUu,Аренда/Доп.оборудование,,5,компл.,Рабочее,,,
842,Значки,Основание,,https://imgur.com/XlaapEV,Расходники/Прочее,,,шт.,Рабочее,,,
843,Резак для бумаги,"Предназначен для изготовления значков(к нему прилагается аппарат для изготовления значков, коврик для резки, основания для значков) все берется отдельно.Материал:пластик",1,https://imgur.com/3FrL822,Аренда/Доп.оборудование,,1,шт.,Рабочее,,,
844,Коврик пластиковый для резки ,"Это коврик,который помещается между обрабатываемой деталью и поверхностью под ней для защиты поверхности,используются для точных и аккуратных разрезов бумаги. Размер: 30/22",1,https://imgur.com/K2i6oMO,Аренда/Доп.оборудование,,1,шт.,Рабочее,,,
845,Баннер для многогранной фотозоны,"Тип  рекламного объявления,его задача заинтересовать пользователей продукцией или услугами компании.Цвет:белый",1,https://imgur.com/nwmDmb8,Аренда/Тентовые конструкции,,1,рулон,Рабочее,,,
846,Ваза цилиндрическая (туба),"Материал: Прозрачное стекло 
Размер: 40см высота,ширина 12см
",8,https://imgur.com/27HUboH,Аренда/Доп.оборудование,,8,шт.,Рабочее,,,
847,Голова манекенна,"Цвет:
 черный Размер:30см
Материал:
Пластик",1,https://imgur.com/J3q4N45,Аренда/Декор ,,1,шт.,Рабочее,,,
848,Интерактивная тач панель,"Информационная стойка ,оснащена сенсорным экраном и встроенным компьютером, работает от сети",1,https://imgur.com/A7HLxmJ,Аренда/Оргтехника,,1,шт.,Неизвестно,,,
849,Шапка новогодняя красная,"Декор на голову Санта Клаус , материал: искусственный мех",6,https://imgur.com/V4dGvI9,Аренда/Декор ,,6,шт.,Рабочее,,,
850,Бокорез,,1,,,,1,,,,,
851,Бокал на ножке,Для вина.Материал:прозрачное стекло,19,https://imgur.com/LAn1c1D,Аренда/Декор ,,19,шт.,Рабочее,,,
852,Уголок крепежный,Предназначены для соединения деревянных и металлических конструкций 37/49/49,5,https://imgur.com/qmGCkt6,Расходники/Строительные,,5,шт.,Рабочее,,,
853,Уголок крепежный,Предназначены для соединения деревянных и металлических конструкций 17/37/37,20,https://imgur.com/qmGCkt6,Расходники/Строительные,,20,шт.,Рабочее,,,
854,Пластина крепежная,Предназначены для соединения деревянных и металлических конструкций 50/100,7,https://imgur.com/ccvDLEW,Расходники/Строительные,,7,шт.,Рабочее,,,
855,Конструкция радуга,Материал:Фанера,1,,Аренда/Декор ,,1,шт.,Имеются повреждения,,,
856,Лавочка со спинкой,"Размер:длина 148см,высота 85см.Материал: сиденье дерево, каркас металл ",4,,Аренда/Мебель/Стулья,,4,шт.,Рабочее,,1 лавочка сломана,
857,Крыша от палатки 4/8,"Размер:4/8,Материал:Оксфорд 500D с пропиткой PVC.Цвет:белый.Вес:16-18 кг",1,https://imgur.com/hmyW7BT,Аренда/Тентовые конструкции,,1,компл.,Рабочее,,,
858,Набор крючков,"Самоклеящихся , легко крепится надежно держится, не повреждает поверхность в комплекте 9 шт.",2,https://imgur.com/7xJwRbF,Расходники/Бытовой,,2,компл.,Рабочее,,,
859,Швабра деревянная,Для уборки открытых территорий,1,https://imgur.com/Ll9vwQ1,Инструменты/Ручной инструмент,,1,шт.,Рабочее,,,
860,Грабли,Для уборки открытых территорий,2,https://imgur.com/YYpvFby,Инструменты/Ручной инструмент,,2,шт.,Рабочее,,,
861,Пила,"Многолезвийный  инструмент для разрезания (распиливания) различных материалов,таких как древесина, металл, пластик идругие",2,https://imgur.com/nptX1OW,Инструменты/Ручной инструмент,,2,шт.,Рабочее,,,
862,Селиконовый браслет,"Резиновые браслеты,используются на спортивных мероприятиях и для рекламных целей ,цвет:оранжевый",87,https://imgur.com/ryRV0e7,Аренда/Декор ,,87,шт.,Рабочее,,,
863,Селиконовый браслет,"Резиновые браслеты,используются на спортивных мероприятиях и для рекламных целей ,цвет: черный",11,https://imgur.com/AZHkJC4,Аренда/Декор ,,11,шт.,Рабочее,,,
864,Селиконовый браслет,"Резиновые браслеты,используются на спортивных мероприятиях и для рекламных целей ,цвет: салатовый",470,https://imgur.com/bPdyZ50,Аренда/Декор ,,470,шт.,Рабочее,,,
865,Селиконовый браслет,"Резиновые браслеты,используются на спортивных мероприятиях и для рекламных целей ,цвет: сиреневый",10,https://imgur.com/veybeRJ,Аренда/Декор ,,10,шт.,Рабочее,,,
866,Селиконовый браслет,"Резиновые браслеты,используются на спортивных мероприятиях и для рекламных целей ,цвет: коричневый",8,https://imgur.com/RZM4mTp,Аренда/Декор ,,8,шт.,Рабочее,,,
867,Селиконовый браслет,"Резиновые браслеты,используются на спортивных мероприятиях и для рекламных целей ,цвет: голубой",12,https://imgur.com/SLbUrBv,Аренда/Декор ,,12,шт.,Рабочее,,,
868,Селиконовый браслет,"Резиновые браслеты,используются на спортивных мероприятиях и для рекламных целей ,цвет: темно-синий",13,https://imgur.com/R0K7CaK,Аренда/Декор ,,13,шт.,Рабочее,,,
